Year,Pick,Team,Player,College,Games,Minutes,Points,Rebounds,Assists,FG%,3P%,FT%,Win Shares,WS/48,BPM,VORP,MPG,PPG,RPG,APG,Pick Range,Career Tier,Bust?,Pick Efficiency,Value Above Expected
2013,7,SAC,Ben McLemore,Kansas,534,12037,4743,1232,540,0.414,0.364,0.776,9,0.036,-3,-3.1,22.5,8.9,2.3,1,Lottery,Minimal,Yes,1.29,-24.98
2013,8,DET,Kentavious Caldwell-Pope,Georgia,661,19263,7530,2076,1098,0.418,0.358,0.809,33.3,0.083,-0.8,5.8,29.1,11.4,3.1,1.7,Lottery,Starter,No,4.16,12.14
2013,9,MIN,Trey Burke,Michigan,488,10306,4759,873,1511,0.412,0.345,0.812,13.2,0.062,-1.2,1.9,21.1,9.8,1.8,3.1,Lottery,Rotation,No,1.47,-24.19
2013,10,POR,CJ McCollum,Lehigh,569,17929,10852,1955,1919,0.454,0.397,0.819,38.9,0.104,1.2,14.7,31.5,19.1,3.4,3.4,Lottery,Starter,No,3.89,12.05
2013,11,PHI,Michael Carter-Williams,Syracuse,391,9898,4023,1713,1701,0.402,0.255,0.706,6.6,0.032,-1.2,1.9,25.3,10.3,4.4,4.4,Lottery,Minimal,Yes,0.60,-16.10
2013,12,OKC,Steven Adams,Pitt,644,17276,6022,5080,906,0.588,0.077,0.549,53.9,0.15,0.4,10.6,26.8,9.4,7.9,1.4,Lottery,Starter,No,4.49,32.58
2013,13,DAL,Kelly Olynyk,Gonzaga,591,13063,5984,3012,1195,0.475,0.364,0.779,34,0.125,0.8,9.3,22.1,10.1,5.1,2,Lottery,Starter,No,2.62,14.67
2013,14,UTA,Shabazz Muhammad,UCLA,278,4772,2504,770,151,0.473,0.319,0.751,8.5,0.085,-2,0,17.2,9,2.8,0.5,Lottery,Minimal,Yes,0.61,-6.25
2013,15,MIL,Giannis Antetokounmpo,,638,20754,13762,5922,2928,0.533,0.29,0.718,84.4,0.195,5.9,41.3,32.5,21.6,9.3,4.6,Mid First,Star,No,5.63,58.62
2013,16,BOS,Lucas Nogueira,,141,1754,446,388,72,0.632,0.265,0.64,6,0.165,2.3,1.9,12.4,3.2,2.8,0.5,Mid First,Minimal,No,0.38,-10.98
2013,17,ATL,Dennis Schröder,,609,16130,8679,1791,2842,0.436,0.337,0.832,23.4,0.07,-1.1,3.5,26.5,14.3,2.9,4.7,Mid First,Rotation,No,1.38,6.08
2013,18,ATL,Shane Larkin,Miami (FL),256,4880,1399,490,737,0.422,0.336,0.777,4.4,0.044,-2.4,-0.6,19.1,5.5,1.9,2.9,Mid First,Minimal,No,0.24,-12.91
2013,19,CLE,Sergey Karasev,,95,1110,287,140,87,0.395,0.282,0.842,0.8,0.036,-3.4,-0.4,11.7,3,1.5,0.9,Mid First,Minimal,No,0.04,-16.78
2013,20,CHI,Tony Snell,New Mexico,589,12870,3608,1346,663,0.431,0.394,0.845,18.4,0.069,-2,0,21.9,6.1,2.3,1.1,Mid First,Rotation,No,0.92,8.01
2013,21,UTA,Gorgui Dieng,Louisville,590,12228,4448,3418,779,0.5,0.365,0.791,30.5,0.12,0.4,7.2,20.7,7.5,5.8,1.3,Late First,Starter,No,1.45,10.00
2013,22,BRK,Mason Plumlee,Duke,639,14274,5349,4222,1542,0.582,0.049,0.561,42.8,0.144,1.3,11.9,22.3,8.4,6.6,2.4,Late First,Starter,No,1.95,24.32
2013,23,IND,Solomon Hill,Arizona,448,9652,2453,1399,662,0.388,0.331,0.797,11.9,0.059,-2.1,-0.3,21.5,5.5,3.1,1.5,Late First,Rotation,No,0.52,-4.74
2013,24,NYK,Tim Hardaway Jr.,Michigan,586,15837,8149,1650,1095,0.422,0.358,0.812,26,0.079,-0.8,4.9,27,13.9,2.8,1.9,Late First,Rotation,No,1.08,1.50
2013,25,LAC,Reggie Bullock,UNC,415,9115,3200,1021,492,0.431,0.388,0.846,17.3,0.091,-0.7,3,22,7.7,2.5,1.2,Late First,Rotation,No,0.69,4.40
2013,26,MIN,Andre Roberson,Colorado,307,6801,1382,1230,265,0.473,0.253,0.468,12.6,0.089,-0.6,2.3,22.2,4.5,4,0.9,Late First,Rotation,No,0.48,-7.80
2013,27,DEN,Rudy Gobert,,589,17595,7254,6802,786,0.651,0,0.635,82.9,0.226,4,26.8,29.9,12.3,11.5,1.3,Late First,Star,No,3.07,61.79
2013,28,SAS,Livio Jean-Charles,,,,,,,,,,,,,,,,,,Late First,Minimal,No,0.00,-8.65
2013,29,OKC,Archie Goodwin,Kentucky,165,2396,1040,331,206,0.429,0.236,0.7,1.1,0.022,-3,-0.6,14.5,6.3,2,1.2,Late First,Minimal,No,0.04,-3.97
2013,30,PHO,Nemanja Nedovi?,,24,142,26,15,13,0.205,0.167,0.875,-0.4,-0.132,-10,-0.3,5.9,1.1,0.6,0.5,Late First,Minimal,No,-0.01,-21.12
2014,1,CLE,Andrew Wiggins,Kansas,579,20319,11220,2553,1348,0.449,0.351,0.727,23.5,0.056,-1.5,2.6,35.1,19.4,4.4,2.3,Top 5,Rotation,No,23.50,-20.08
2014,2,MIL,Jabari Parker,Duke,310,8535,4380,1703,610,0.494,0.326,0.743,13.9,0.078,-0.8,2.5,27.5,14.1,5.5,2,Top 5,Rotation,No,6.95,-25.89
2014,3,PHI,Joel Embiid,Kansas,306,9458,7817,3450,1003,0.488,0.335,0.809,39.9,0.202,5.8,18.5,30.9,25.5,11.3,3.3,Top 5,Starter,No,13.30,-10.87
2014,4,ORL,Aaron Gordon,Arizona,506,14584,6530,3178,1264,0.457,0.322,0.699,27.5,0.09,0,7.2,28.8,12.9,6.3,2.5,Top 5,Rotation,No,6.88,-21.06
2014,5,UTA,Dante Exum,,245,4545,1389,441,515,0.407,0.305,0.764,3.1,0.032,-3.3,-1.5,18.6,5.7,1.8,2.1,Top 5,Minimal,Yes,0.62,-28.26
2014,6,BOS,Marcus Smart,Oklahoma State,499,14825,5161,1794,2168,0.38,0.319,0.778,28,0.091,-0.2,6.6,29.7,10.3,3.6,4.3,Lottery,Rotation,No,4.67,0.34
2014,7,LAL,Julius Randle,Kentucky,503,15635,8874,4680,1769,0.476,0.333,0.743,31.1,0.095,0.4,9.4,31.1,17.6,9.3,3.5,Lottery,Starter,No,4.44,-2.88
2014,8,SAC,Nik Stauskas,Michigan,337,6686,2283,691,514,0.389,0.354,0.814,3.9,0.028,-3,-1.7,19.8,6.8,2.1,1.5,Lottery,Minimal,Yes,0.49,-17.26
2014,9,CHA,Noah Vonleh,Indiana,339,5683,1660,1742,257,0.459,0.308,0.691,9.2,0.078,-2.4,-0.6,16.8,4.9,5.1,0.8,Lottery,Minimal,Yes,1.02,-28.19
2014,10,PHI,Elfrid Payton,Louisiana,488,13278,5013,1995,2851,0.448,0.289,0.624,16,0.058,-0.9,3.8,27.2,10.3,4.1,5.8,Lottery,Rotation,No,1.60,-10.85
2014,11,DEN,Doug McDermott,Creighton,519,10842,4781,1229,482,0.477,0.412,0.819,19.3,0.085,-1.8,0.5,20.9,9.2,2.4,0.9,Lottery,Rotation,No,1.75,-3.40
2014,12,ORL,Dario Šari?,,356,8965,4180,2086,699,0.441,0.357,0.838,16.4,0.088,-0.8,2.6,25.2,11.7,5.9,2,Lottery,Rotation,No,1.37,-4.92
2014,13,MIN,Zach LaVine,UCLA,458,14515,8987,1796,1767,0.461,0.387,0.83,22.1,0.073,0.4,8.7,31.7,19.6,3.9,3.9,Lottery,Rotation,No,1.70,2.77
2014,14,PHO,T.J. Warren,NC State,332,9553,5142,1372,397,0.507,0.357,0.78,19.6,0.099,-0.2,4.2,28.8,15.5,4.1,1.2,Lottery,Rotation,No,1.40,4.85
2014,15,ATL,Adreian Payne,Michigan State,107,1403,429,315,66,0.406,0.254,0.68,-0.6,-0.019,-5.9,-1.4,13.1,4,2.9,0.6,Mid First,Minimal,No,-0.04,-26.38
2014,16,CHI,Jusuf Nurki?,,411,9815,5015,3513,903,0.5,0.232,0.672,24,0.118,0.5,6.2,23.9,12.2,8.5,2.2,Mid First,Rotation,No,1.50,7.02
2014,17,BOS,James Young,Kentucky,95,812,219,96,28,0.367,0.277,0.563,0.8,0.046,-3.4,-0.3,8.5,2.3,1,0.3,Mid First,Minimal,No,0.05,-16.52
2014,18,PHO,Tyler Ennis,Syracuse,186,2336,779,250,359,0.419,0.317,0.768,1.3,0.026,-3.4,-0.8,12.6,4.2,1.3,1.9,Mid First,Minimal,No,0.07,-16.01
2014,19,CHI,Gary Harris,Michigan State,459,13270,5442,1151,957,0.449,0.362,0.809,20.3,0.073,-1.4,2,28.9,11.9,2.5,2.1,Mid First,Rotation,No,1.07,2.73
2014,20,TOR,Bruno Caboclo,,105,1293,442,268,72,0.403,0.308,0.836,1.5,0.054,-2.7,-0.2,12.3,4.2,2.6,0.7,Mid First,Minimal,No,0.08,-8.89
2014,21,OKC,Mitch McGary,Michigan,52,557,227,183,17,0.527,0,0.58,1.3,0.108,-2.6,-0.1,10.7,4.4,3.5,0.3,Late First,Minimal,No,0.06,-19.20
2014,22,MEM,Jordan Adams,UCLA,32,263,101,30,19,0.402,0.385,0.607,0.4,0.07,1.7,0.2,8.2,3.2,0.9,0.6,Late First,Minimal,No,0.02,-18.08
2014,23,UTA,Rodney Hood,Duke,437,10863,4622,1151,729,0.419,0.364,0.841,17.2,0.076,-1.2,2.1,24.9,10.6,2.6,1.7,Late First,Rotation,No,0.75,0.56
2014,24,CHA,Shabazz Napier,UConn,345,5986,2433,657,849,0.397,0.345,0.815,8.1,0.065,-0.7,2,17.4,7.1,1.9,2.5,Late First,Minimal,No,0.34,-16.40
2014,25,HOU,Clint Capela,,447,11974,5566,4749,443,0.622,0,0.528,49.8,0.2,2,12.1,26.8,12.5,10.6,1,Late First,Starter,No,1.99,36.90
2014,26,MIA,P.J. Hairston,UNC,111,2000,664,266,59,0.343,0.295,0.81,0.9,0.021,-3.9,-1,18,6,2.4,0.5,Late First,Minimal,No,0.03,-19.50
2014,27,PHO,Bogdan Bogdanovi?,,293,8342,4082,987,999,0.44,0.386,0.816,14.5,0.084,0.3,4.8,28.5,13.9,3.4,3.4,Late First,Rotation,No,0.54,-6.61
2014,28,LAC,C.J. Wilcox,Washington,66,376,132,31,30,0.37,0.333,0.813,0.1,0.007,-4.3,-0.2,5.7,2,0.5,0.5,Late First,Minimal,No,0.00,-8.55
2014,29,OKC,Josh Huestis,Stanford,76,1068,187,180,23,0.346,0.312,0.24,0.7,0.03,-3.5,-0.4,14.1,2.5,2.4,0.3,Late First,Minimal,No,0.02,-4.37
2014,30,SAS,Kyle Anderson,UCLA,483,10121,3202,2098,1109,0.476,0.335,0.714,25.7,0.122,1.7,9.5,21,6.6,4.3,2.3,Late First,Rotation,No,0.86,4.98
2015,1,MIN,Karl-Anthony Towns,Kentucky,460,15779,10621,5243,1424,0.527,0.396,0.833,63,0.192,4.8,27.2,34.3,23.1,11.4,3.1,Top 5,Starter,No,63.00,19.42
2015,2,LAL,D'Angelo Russell,Ohio State,404,11849,7175,1444,2225,0.42,0.359,0.775,13.2,0.053,0.6,7.8,29.3,17.8,3.6,5.5,Top 5,Rotation,No,6.60,-26.59
2015,3,PHI,Jahlil Okafor,Duke,247,4827,2566,1169,225,0.542,0.222,0.676,7.2,0.071,-2,0,19.5,10.4,4.7,0.9,Top 5,Minimal,Yes,2.40,-43.57
2015,4,NYK,Kristaps Porzi??is,,320,9907,5995,2499,487,0.442,0.353,0.816,25.1,0.122,1.5,8.8,31,18.7,7.8,1.5,Top 5,Rotation,No,6.28,-23.46
2015,5,ORL,Mario Hezonja,,330,6107,2284,1026,415,0.417,0.319,0.812,3.2,0.025,-2.8,-1.2,18.5,6.9,3.1,1.3,Top 5,Minimal,Yes,0.64,-28.16
2015,6,SAC,Willie Cauley-Stein,Kentucky,420,9270,3675,2468,597,0.544,0.188,0.612,23.3,0.121,-0.1,4.4,22.1,8.8,5.9,1.4,Lottery,Rotation,No,3.88,-4.36
2015,7,DEN,Emmanuel Mudiay,,302,7187,3299,884,1143,0.401,0.323,0.744,-0.2,-0.001,-3.2,-2.2,23.8,10.9,2.9,3.8,Lottery,Minimal,Yes,-0.03,-34.18
2015,8,DET,Stanley Johnson,Arizona,395,7844,2467,1230,565,0.38,0.299,0.755,5.4,0.033,-2.8,-1.7,19.9,6.2,3.1,1.4,Lottery,Minimal,Yes,0.68,-15.76
2015,9,CHA,Frank Kaminsky,Wisconsin,377,7925,3541,1527,619,0.429,0.348,0.743,15.3,0.093,-0.3,3.4,21,9.4,4.1,1.6,Lottery,Rotation,No,1.70,-22.09
2015,10,MIA,Justise Winslow,Duke,310,8022,2587,1590,779,0.414,0.316,0.638,8,0.048,-2,0,25.9,8.3,5.1,2.5,Lottery,Minimal,Yes,0.80,-18.85
2015,11,IND,Myles Turner,Texas,431,12379,5485,2879,513,0.489,0.349,0.768,33.1,0.128,0.7,8.3,28.7,12.7,6.7,1.2,Lottery,Starter,No,3.01,10.40
2015,12,UTA,Trey Lyles,Kentucky,427,7678,3253,1821,447,0.438,0.336,0.726,13.1,0.082,-1.1,1.8,18,7.6,4.3,1,Lottery,Rotation,No,1.09,-8.22
2015,13,PHO,Devin Booker,Kentucky,460,15468,10695,1788,2126,0.454,0.354,0.869,27.2,0.085,0.2,8.7,33.6,23.3,3.9,4.6,Lottery,Rotation,No,2.09,7.87
2015,14,OKC,Cameron Payne,Murray State,261,4531,1924,559,767,0.421,0.365,0.835,7.1,0.075,-0.6,1.6,17.4,7.4,2.1,2.9,Lottery,Minimal,Yes,0.51,-7.65
2015,15,ATL,Kelly Oubre Jr.,Kansas,457,11600,5508,1995,461,0.433,0.329,0.754,16.7,0.069,-1.8,0.4,25.4,12.1,4.4,1,Mid First,Rotation,No,1.11,-9.08
2015,16,BOS,Terry Rozier,Louisville,455,11701,5584,1770,1400,0.413,0.373,0.815,21.6,0.089,0.4,7.2,25.7,12.3,3.9,3.1,Mid First,Rotation,No,1.35,4.62
2015,17,MIL,Rashad Vaughn,UNLV,139,1671,423,158,75,0.337,0.313,0.692,-0.6,-0.017,-4.7,-1.2,12,3,1.1,0.5,Mid First,Minimal,No,-0.04,-17.92
2015,18,HOU,Sam Dekker,Wisconsin,201,3097,1094,607,160,0.478,0.288,0.606,5.4,0.083,-1.4,0.5,15.4,5.4,3,0.8,Mid First,Minimal,No,0.30,-11.91
2015,19,WAS,Jerian Grant,Notre Dame,279,4998,1692,530,805,0.411,0.323,0.77,8.3,0.08,-1.6,0.5,17.9,6.1,1.9,2.9,Mid First,Minimal,No,0.44,-9.28
2015,20,TOR,Delon Wright,Utah,387,8088,2840,1251,1189,0.452,0.353,0.795,21.3,0.126,2,8.2,20.9,7.3,3.2,3.1,Mid First,Rotation,No,1.07,10.91
2015,21,DAL,Justin Anderson,Virginia,232,3041,1203,585,160,0.412,0.293,0.776,4.7,0.074,-1.4,0.4,13.1,5.2,2.5,0.7,Late First,Minimal,No,0.22,-15.80
2015,22,CHI,Bobby Portis,Arkansas,432,9277,4751,2803,517,0.47,0.384,0.752,19.9,0.103,-0.6,3.2,21.5,11,6.5,1.2,Late First,Rotation,No,0.90,1.42
2015,23,POR,Rondae Hollis-Jefferson,Arizona,305,6759,2760,1684,579,0.449,0.212,0.735,12.9,0.091,-0.7,2.3,22.2,9,5.5,1.9,Late First,Rotation,No,0.56,-3.74
2015,24,CLE,Tyus Jones,Duke,435,7926,2604,754,1589,0.435,0.343,0.824,17.7,0.107,0.3,4.6,18.2,6,1.7,3.7,Late First,Rotation,No,0.74,-6.80
2015,25,MEM,Jarell Martin,LSU,184,2927,998,639,114,0.434,0.346,0.766,3.2,0.053,-4.3,-1.7,15.9,5.4,3.5,0.6,Late First,Minimal,No,0.13,-9.70
2015,26,SAS,Nikola Milutinov,,,,,,,,,,,,,,,,,,Late First,Minimal,No,0.00,-20.40
2015,27,LAL,Larry Nance Jr.,Wyoming,387,9345,3144,2538,739,0.528,0.33,0.684,24.3,0.125,1.1,7.3,24.1,8.1,6.6,1.9,Late First,Rotation,No,0.90,3.19
2015,28,BOS,R.J. Hunter,Georgia State University,45,395,133,46,19,0.371,0.295,0.818,0.4,0.051,-2,0,8.8,3,1,0.4,Late First,Minimal,No,0.01,-8.25
2015,29,BRK,Chris McCullough,Syracuse,59,532,194,112,15,0.426,0.306,0.548,0.6,0.054,-2.5,-0.1,9,3.3,1.9,0.3,Late First,Minimal,No,0.02,-4.47
2015,30,GSW,Kevon Looney,UCLA,344,5545,1603,1600,436,0.562,0.172,0.615,18.5,0.16,-0.5,2.1,16.1,4.7,4.7,1.3,Late First,Rotation,No,0.62,-2.22
2016,1,PHI,Ben Simmons,LSU,275,9326,4382,2217,2127,0.56,0.147,0.597,30.4,0.156,3.7,13.5,33.9,15.9,8.1,7.7,Top 5,Starter,No,30.40,-13.18
2016,2,LAL,Brandon Ingram,Duke,358,11756,6559,1832,1346,0.459,0.362,0.765,17.4,0.071,-0.5,4.6,32.8,18.3,5.1,3.8,Top 5,Rotation,No,8.70,-22.39
2016,3,BOS,Jaylen Brown,California,383,10918,6177,1891,741,0.47,0.373,0.712,22.5,0.099,0,5.5,28.5,16.1,4.9,1.9,Top 5,Rotation,No,7.50,-28.27
2016,4,PHO,Dragan Bender,,187,3755,1014,720,237,0.399,0.323,0.654,0.5,0.006,-3.9,-1.9,20.1,5.4,3.9,1.3,Top 5,Minimal,Yes,0.13,-48.06
2016,5,MIN,Kris Dunn,Providence,231,5561,1889,766,950,0.42,0.305,0.727,3.7,0.032,-1.9,0.1,24.1,8.2,3.3,4.1,Top 5,Minimal,Yes,0.74,-27.66
2016,6,NOP,Buddy Hield,Oklahoma,446,12906,7070,1895,1076,0.429,0.399,0.863,16.5,0.061,0.2,7.2,28.9,15.9,4.2,2.4,Lottery,Rotation,No,2.75,-11.16
2016,7,DEN,Jamal Murray,Kentucky,345,10384,5639,1258,1322,0.446,0.367,0.878,20.8,0.096,0.3,6,30.1,16.3,3.6,3.8,Lottery,Rotation,No,2.97,-13.18
2016,8,SAC,Marquese Chriss,Washington,281,5248,2167,1343,293,0.456,0.29,0.666,6.2,0.056,-2.3,-0.4,18.7,7.7,4.8,1,Lottery,Minimal,Yes,0.78,-14.96
2016,9,TOR,Jakob Poeltl,Utah,397,7853,2762,2339,550,0.627,0.667,0.514,27,0.165,1,6,19.8,7,5.9,1.4,Lottery,Rotation,No,3.00,-10.39
2016,10,MIL,Thon Maker,,263,3624,1216,726,161,0.435,0.327,0.68,6.6,0.087,-2.1,-0.1,13.8,4.6,2.8,0.6,Lottery,Minimal,Yes,0.66,-20.25
2016,11,ORL,Domantas Sabonis,Gonzaga,404,11431,5747,3676,1428,0.533,0.32,0.727,34.1,0.143,1.7,10.8,28.3,14.2,9.1,3.5,Lottery,Starter,No,3.10,11.40
2016,12,UTA,Taurean Prince,Baylor,348,8480,3667,1378,619,0.414,0.372,0.819,7.4,0.042,-1.9,0.3,24.4,10.5,4,1.8,Lottery,Minimal,Yes,0.62,-13.92
2016,13,PHO,Georgios Papagiannis,,39,477,160,123,29,0.514,0,0.857,0.4,0.044,-3.9,-0.2,12.2,4.1,3.2,0.7,Lottery,Minimal,Yes,0.03,-18.93
2016,14,CHI,Denzel Valentine,Michigan State,256,4817,1795,857,466,0.394,0.36,0.787,4.5,0.045,-1.8,0.2,18.8,7,3.3,1.8,Lottery,Minimal,Yes,0.32,-10.25
2016,15,DEN,Juancho Hernangómez,,282,4362,1487,948,177,0.424,0.345,0.693,7.1,0.079,-2,0,15.5,5.3,3.4,0.6,Mid First,Minimal,No,0.47,-18.68
2016,16,BOS,Guerschon Yabusele,,74,486,173,105,31,0.442,0.323,0.682,1.1,0.105,-1.9,0,6.6,2.3,1.4,0.4,Mid First,Minimal,No,0.07,-15.88
2016,17,MEM,Wade Baldwin,Vanderbilt,56,579,174,69,78,0.355,0.25,0.776,-0.3,-0.028,-5.3,-0.5,10.3,3.1,1.2,1.4,Mid First,Minimal,No,-0.02,-17.62
2016,18,DET,Henry Ellenson,Marquette,83,787,342,206,49,0.371,0.336,0.773,0.4,0.023,-3.7,-0.3,9.5,4.1,2.5,0.6,Mid First,Minimal,No,0.02,-16.91
2016,19,DEN,Malik Beasley,Florida State,316,6545,3239,774,388,0.429,0.38,0.808,9,0.066,-1.2,1.4,20.7,10.3,2.4,1.2,Mid First,Minimal,No,0.47,-8.58
2016,20,IND,Caris LeVert,Michigan,303,8318,4444,1158,1197,0.436,0.333,0.737,11.6,0.067,-0.4,3.4,27.5,14.7,3.8,4,Mid First,Rotation,No,0.58,1.21
2016,21,ATL,DeAndre' Bembry,Saint Joseph's,288,5593,1744,939,527,0.475,0.283,0.611,4.4,0.038,-2.3,-0.4,19.4,6.1,3.3,1.8,Late First,Minimal,No,0.21,-16.10
2016,22,CHA,Malachi Richardson,Syracuse,70,625,198,70,24,0.358,0.301,0.783,-0.1,-0.009,-6.1,-0.7,8.9,2.8,1,0.3,Late First,Minimal,No,0.00,-18.58
2016,23,BOS,Ante Žiži?,,113,1517,674,446,64,0.581,,0.711,3.5,0.11,-2.6,-0.2,13.4,6,3.9,0.6,Late First,Minimal,No,0.15,-13.14
2016,24,PHI,Timothé Luwawu-Cabarrot,,312,5021,1859,623,279,0.39,0.334,0.828,4.3,0.041,-4.1,-2.6,16.1,6,2,0.9,Late First,Minimal,No,0.18,-20.20
2016,25,LAC,Brice Johnson,UNC,21,107,47,34,3,0.449,0,0.6,0.1,0.062,-0.6,0,5.1,2.2,1.6,0.1,Late First,Minimal,No,0.00,-12.80
2016,26,PHI,Furkan Korkmaz,,240,4603,1961,553,333,0.407,0.359,0.773,7.3,0.076,-1.6,0.5,19.2,8.2,2.3,1.4,Late First,Minimal,No,0.28,-13.10
2016,27,TOR,Pascal Siakam,New Mexico State,376,10866,5703,2323,1110,0.489,0.328,0.774,30.2,0.134,1.5,9.7,28.9,15.2,6.2,3,Late First,Starter,No,1.12,9.09
2016,28,PHO,Skal Labissière,Kentucky,148,2595,1069,662,152,0.492,0.353,0.748,4.4,0.081,-2.3,-0.2,17.5,7.2,4.5,1,Late First,Minimal,No,0.16,-4.25
2016,29,SAS,Dejounte Murray,Washington,304,7681,3591,1789,1399,0.454,0.328,0.758,14.8,0.092,1.5,6.7,25.3,11.8,5.9,4.6,Late First,Rotation,No,0.51,9.73
2016,30,GSW,Damian Jones,Vanderbilt,180,2582,896,585,136,0.661,0.286,0.7,7.6,0.141,-1.3,0.4,14.3,5,3.3,0.8,Late First,Minimal,No,0.25,-13.12
